label,id,text
0,912,Because that the law one has to presume and of course the law applied to that specific case. As to it being contradictory - well the law is loaded with contradictions if you look at all closely. On the other hand consider that the driver killed the woman AND obviously damaged her fetus beyond recovery - WITHOUT the consent of the woman. In other words the death of the fetus was not by consent of the person who holds the right to decide but rather by the negligence or intent of the guilty party.And yes prior to her death (assumming all other requirements were met) she could have AT HER CHOICE and UN-COERCED have chosen to abort the fetus without incurring a legal penalty. But that would of course be much different.
0,913,"What would you know about fair and balanced?emoticonXCensoredI know a lot of truths about gays. Do you want me to start posting incessant threads pointing them all out?And I am the moderator for the formal debate forum, not the entire board. Want to debate me on the benefits of gays on society vs Christianity?"
0,914,"There are several scientific explanations for the nature of the earth. Some use 'science' to say that the world is flat. Granted that these beliefs aren't widely accepted, but then not all religions are widely accepted. By your reasoning or 'logic' you must ask yourself about whether you should rely on science when there are many different scientific theories.The Flat Earth News, at least back then, had a regular column, ""One Hundred Proofs Earth is Not a Globe.""(go to http://www.flat-earth.org/)Other theories taught as sciencephrenologyalchemyevolutioneugenicsneptunismTheories of the Aether Articles relating to the Emergence of Scientific Theories of the Cosmic Aether(http://www.mountainman.com.au/aether.html)What about 'metascience'?http://www.calresco.org/lucas/science.htmOr, sciences used to support political ends...What about Marxist Sciencehttp://www.marxists.org/archive/hald...philosophy.htmor Chaos Theory and Marxismhttp://www.marxist.com/science/chaostheory.htmlThere's Nazi Sciencehttp://www.webster.edu/~woolflm/naziscience.htmlNationalist Sciencehttp://www.ljudmila.org/nettime/zkp4/08.htmOr social ends...Scientific Racismhttp://www.press.uillinois.edu/f02/tucker.htmlMainstream scientists instead of using the word 'heretic' use the word 'pseudo-science' to categorise fringe beliefs."
0,915,"I did not say that violent crime ""rarely"" occurs, merely that the risk of being a victim of such is lower relative to other risks. I am genuinely curious if you care as much about protecting your heart as you care about protecting yourself from criminals."
0,916,"Well, yes, the idea of an omnipotent being with a definable physical (or even mental) form has always struck me as a little... odd."
1,917,"I knew it. I'm a lesbian. I just crave women. Many women at the same time.
I'm just playing.....just wanted to lighten it up"
0,918,"Well either the police are going by documented reports, or they're just making up a BS number to give politicians something to bite on for furthering their agenda."
0,919,"The purpose of the Bill of Rights.
Preamble to the Bill of Rights"
0,920,"Oh, there's no hypocrisy involved, just you being your usual self and not even looking at the actual information (or, more likely, looking at the information and then deliberately playing dumb)."
0,921,"[quote=Galileo]Congress has justified its regulation of guns based on the Commerce Clause and the Taxing and Spending Clause of the Constitution.   [quote]   You mean this one?   According to dictionary.com:   commerce ( P ) Pronunciation Key (kmrs)   n.   1. The buying and selling of goods, especially on a large scale, as between cities or nations. See Synonyms at business.   2. Intellectual exchange or social interaction.   3. Sexual intercourse.   While I really hope it doesn't refer to #3 and I doubt it means #2, I would think it means #1.   So it can regulate buying and selling among the states, with foreign countries, and with Indian tribes. So as long as it is sold in the state, the federal government has no power to regulate it. I always thought it was just the states that did that, but the 2nd amendment stops them from doing that. Or so I thought."
0,922,"I believe in a strict interpretation of the Constitution, this makes me neither a liberal or conservative. The SN was inspired by VOR who kept signing his posts with quotes from Karl Marx."
0,923,"Well you don't need to doubt it. I like to be rational but I also wish to believe in God. I need some evidence, any evidence, to believe in God and that would be all I would need."
0,924,And yet there are plenty of websites written by scientists with the details:
1,925,"emoticonXFrazzled
Like I said. I get the gist of your gripe.
So...are you offering to give up your computer and the electricity that runs it? Do you have a list of those 'consumer goods' that you want to ban from civilization?
You still don't get it - people need jobs and right now those jobs consist of making consumer goods. What % of the population do you want to cull so that the global unemployment rate doesn't create a society of thieving savages?emoticonXDonno"
1,926,And I suspect WW understands it about as well as you do...
0,927,"Actually you are incorrect. The most commonly used rifles on the competition circuit are so-called ""assault weapons"".The ""assault weapon"" moniker is a term just recently fashioned to describe a military looking weapon.There are several target competitions designed solely for these types of rifles."
1,928,Does a bear **** in the woods? Does the Pope live in Rome?
1,929,"Considering what you turkeys did to the State of California, with its budget and social depravity, you have no room to talk. I'm surprised the Lord hasn't cast San Francisco and L.A. into the Pacific Ocean yet."
0,930,"Surely, we can only ""guesstimate"" how many living species have escaped our attention ? But how probable is it that only 1% of all the species that ever existed escaped extinction ?   I think your point about mass extinctions may be a key to what has puzzled me."
0,931,The criminals in DC already have their guns. All striking down DC's handgun ban will do is let the law abiding be able to better defend themselves and be armed for a change.
1,932,"So we kill the baby instead? Interesting idea. How about instead we reform the fostor and adoption care system. No, people arn't looking for healthy, white infants, they are looking for infants. This automatically reduces 90% of adoption cases. The so called ""Healthy white infants"" make up 70% of all adoption cases, seeing that 30% of abortion are done by blacks, and latinos and most minorities don't have abortions, but instead keep their children."
0,933,Right. The frenquecy of the alles have changed over time.
1,934,"Oh, the old carnard, marry someone of the opposite sex and ruin two lives. I get it."
0,935,"along with the OTHERS, the point has been missed, gays whine for the RIGHT to adopt children to the exclusion of the RIGHT of children to be nurtured by heterosexual couples or individuals, adopted children who will otherwise be raised in an overwhelming and natural world of heterosexuality"
1,936,That is the only purpose it was created for. One must wonder if BS can have several uses to man and ID has but one which is the more valuable?
1,937,"So Archie goes back, sees whether this thread is one of the few where he doesn't spew the namecalling, then asks somebody to restrict himself to citing this thread as if it's a representative sample."
1,938,"Hardy, har har! It is nice to see sinjin is still ""hanging"" around :)"
0,939,"You are missing the entire point (again). Why do you feel ashamed? Because you know that what you did is bad. I have heard from a great Australian war hero, one of our remaining ANZACs soliders (recently passed away I think) that we he stabbed the enemy soldier with the spike thing on the end of their gun (WWI era) and he saw him die that it was ""the worst feeling that a human can possibly endure"". He said that that image will haunt him for the rest of his life. He knows that he did something wrong, but it was a war, and unfortuantely that kind of thing will happen. You are way off the plot. But let us continue."
0,940,So you're actually claiming that it is a lie to say that the UK has a lower gun crime rate than the US? Even if the police were miscounting crimes it's still a huge and unjustified leap in logic to conclude from that that the UK does not have a lower gun crime rate.
1,941,I see. So the Bible is true because you claim it is true.
1,942,"I do and I was joking around. I'd never actually consider having sex with a Christian.emoticonXCry
Besides, a man your age should have learned the difference between love and sex."
1,943,"Spoken like a righteous Christian who knows just enough of his religion that he feels confident he is right when trying to explain it which is typically done incorrectly
"
0,944,"Actually our school's Gay-Straight Aliance held a day of silence to show respect for gays who have had to live in silence. They asked the teachers to respect the people in their day of silence and not force them to talk. I think most teachers didn't force students to talk. Unfortunately, some just spoke in sign language for fun and said they were doing it as part of the day of silence."
1,945,"So then how do you know that abortion isn't in the plan then? If as you say we have ""VERY LIMITED PERSPECTIVE"""
0,946,"The quad 50 full automatic anti-aircraft gun is designed to oscillate on it's mount. This is so that the bullets will come out in a pattern. This pattern along with tracer rounds helps the shooter guide the blizzard of bullets at the aircraft. Even this only works at low altitudes. Modern planes typically fly at ~30K feet. That's more than 5 miles high! A perfect bullet, or one that is fired in a vaccum with an initial velocity of 2800 fps will only go ~25k feet before gravity alone will have reduced it's velocity to 0 fps. The odds of hitting something that is moving at ~900 fps at any distance with a bullet traveling at ~2800fps are slim to none. That is why anti-aircraft guns are full auto, not a semiauto or anything that a citizen has access to legally."
0,947,"Listen, I have forgotten more than you will ever learn about what is real and true in this world, so either back up your insults with facts or get lost because It is becoming painfully obvious that attempting to reason with you is an exercise in futility. kind of like trying to travel from point A to point B on a merry-go-round."
0,948,"That is an erroneous line of reasoning because it fails to take into account the myriad of other options open to a women after birth to remove the newborn from her care without any ill effects (physically anyway). Killing in the instance of a newborn is not justified because of those other options open to her. By contrast, a pregnant woman has exactly one option open to her to remove the fetus from her care and that is abortion. I would contend that the same line of reasoning that allows for adoption can be used here, that no one must donate their resources to a dependant.Your reasoning that a woman, using the same line of reasoning that pro-choice people employ, can withhold her bodily resources ""until the newborn dies"" as if that is equal to withholding bodily resources in pregnancy is faulty."
0,949,"If anti-gunners can pass a law to make the private sale of guns require a background check at a gun store then they can do it for all private sales.   If it is illegal for private citizens to sell guns at a gun show, then what prevents them from simply walking out to the parking lot and concluding the sale there?"
1,950,"Great job straight out of the leftard playbook. Can't refute the message so go after the messenger. Would it matter if it was printed in the NY Slimes, I doubt it."
1,951,"Or maybe they do? Could this sick, perverted individual be the spokesperson for the so called ""gay movement""?"
1,952,"And there you have the ""***** Eye for the Straight Guy"" review of the inauguration. :p 
Never mind the expense, the protests, the rather scary IMHO precendent Bush has set in terms of the inauguration, let alone his foreign policy, let's talk about Laura Bush's outfit. emoticonXRolleyes 
Waxy"
1,953,"Since you seem to know Jebus so well why don't you ask him to make an appearance and tell all of us heathens the error of our ways.. Why not let Jebus tell the world what he thinks about Homosexuals ... Oh wait.. Jebus never mentioned the subject so this is just YOU and YOUR ilk spreading more homophobic paranoia ... 
You've reached a new Low EZridden.. and I never thought you could get any lower ...emoticonXBounceremoticonXBouncer"
1,954,"To use WMD's one actually has to have them my neo-liberal friend. But I guess that kind of basic logic just goes way over your head.
*whoooooosh*"
1,955,"What were all people are treated equally and there are no laws limiting privacy or sexual freedom?
Ahhh yes I guess equality, privacy, and sexual freedom are a bad thing emoticonXBanghead"
0,956,"The claim that only through a belief in the Biblical God - or any God - can right and wrong be known is completely stupid. 1) Ever hear of humanism? 2) EVEN CHIMPS HAVE A SENSE OF BEING TREATED RIGHTLY OR WRONGLY! AND EVEN CHIMPS HAVE BEEN SEEN TO DO FOR OTHERS WHAT THEY WOULD WANT DONE FOR THEM!EDIT: Excuse, I double checked and I was wrong ... but that's BAD news for the Creationist!EVEN CAPUCHIN MONKEYS - WHICH ARE NOT AS RELATED TO HUMANS AS ARE CHIMPS - HAVE A SENSE OF WHETHER THEY ARE BEING TREATED FAIRLY OR NOT!!!http://www.sciencedaily.com/releases...0918092951.htmChimps take this one step farther by adding into the mix how closely their social bonds are to the other participant. So chimps have a more complex sense of fairness than do capuchin monkeys.http://www.whsc.emory.edu/press_rele...nt_id_seq=2819"
0,957,"Actually, the storm lasted for 40 days and 40 nights. The ark was actually afloat for a year or so. So I guess the answer is that the ark had all kinds of pestilent insects winging about and biting and stinging the occupants. The problem is, how did these aquatic breeders actually propagate in the feces and urine infested bilge of the ark?"
0,958,"But the difference is, if you take a swing and hit someone, or harm them in a worse way, you can get locked up for it. But no cop is going to bar the door to a chapel where you get married to a same-sex partner, and you won't be arrested afterwards. Yes, it's completely legal for you to do that, right now.Apples and oranges."
1,959,"And with strict gun control laws too. Wow, who would've believed such a thing were possible."
1,960,"Anyone speaking English could well be an illegal from the UK then, right? 
I guess Puerto Ricans better watch out too."
1,961,"Then you have amnesia, because you are samiinh, and your posting style and trolling content is solid evidence of that."
0,962,"So parthenegenic births are always female. Where did the X chromosome come from? Is this another case of ""POOF, it was a miracle"" when faced with reality?"
0,963,You can forget the loaded language including false notions of progress. Lifeforms are evolving by way of purely physical and chemical mechanisms.
0,964,"Yes, you are missing something. How come age doesn't start at conception? How come when babies are born they aren't 9 months old instead of, well, seconds old."
0,965,"Just some interesting information I learned when we went caving a couple years ago (a real cave, not one of the commercialized ones). Bats actually have better eyesite than humans, but even they can't see in pitch black. No eye can."
0,966,"Yes, everyone is a ""potential"" felon. Fortunately most people never commit a felony. And there are many different types of weapons, all which could be used by previously law abiding citizens to commit an act of violence."
1,967,"have you considered a career in advertising?
by the way you f***ed us too. Australians troops were cannon fodder in WWI for the British Empire, remember Gallipoli?"
0,968,"And how is your think group any different, you all think alike just as gun owners all think alike. So stop calling the kettle black."
0,969,"think of it as a photocopy of a check for a million dollars. yes the copy is in the image and likeness of the original check, but it is not the check. you cannot cash the photocopy, regardless of how accurate the copy is, it is not the check, only an image of it. that doesn't mean anything is ""wrong"" with the original, and it doesnt mean that the copy has to have all the properties and function of the original. its just an image"
1,970,"Well personally I tend to always question the intelligence of someone who believes that that a cosmic Jewish Zombie who was his own 2000 year old space god father can make you live forever if you symbolically eat his flesh and telepathically tell him you accept him as your master, so he can remove an evil force from your soul that is present in humanity because a rib-woman was convinced by a talking snake to eat from a magical tree..."
0,971,"That is a nice little pistol with lots of smack for only 11 onces. Also, I like DA automatics."
0,972,"Actually it started when they wrote the consitution - you can practice your religion, but you can't make me do it or even give a flying monkeys XXX about it."
0,973,"That's true, as long as ones pursuit of science is really science. In the case of ""creation science,"" there is no science involved. As trebor has said, ""creation science"" is an attempt to find scientific sounding reasons that can be used to justify the conclusions that have already been reached and that are not subject to change. That's how ""creation science"" works. Begin with the conclusion and then search for scientific sounding justification.   Real science is a process and a way of learning."
0,974,"And the follow-on that Archie throws out there demonstrates his ignorance on the subject.Such laws DO NOT just protect homosexuals.They protect EVERYBODY from being fired just cause they are gay OR straight (or bisexual or nonsexual).It protects the straights just as much as it protects the gays.It has nothing to do with ""better than"" or ""superior"".If people like Archie understood legislation like ENDA, they wouldn't try to make such an absurd allegation! emoticonXEmbarrassed"
1,975,This coming from the guy who is accurate on every thread on this forum and provides factual and analytical evidence to a intellectual arguement. (sarcasim) PleaseemoticonXRolleyes
1,976,I was just thinking this thread smelt a little fishy emoticonXAngel
1,977,"It probably was a bunny suit that he was supposed to wear. I guess he changed his mind, once again, and decided to wear this suit."
0,978,You can't...only admin can...and there's no need to be sorry.
1,979,"Right off I don't know anyone who doe's believe it,any more so than a society 
that is mandatorily armed (good idea to). 
Well anyhow Comrade I had you figured to be jumping up and down.Its all nonsense right down to encoded ammo,however ifs do make a good topic.http://www.4forums.com/political/ima.../xbanghead.gif
emoticonXBanghead
http://www.4forums.com/political/ima...lies/xkill.gif
emoticonXKill
P.S.plenty of firepower though,probably like most of us."
0,980,"To be more accurate, (not something noted amongst the pro-gun rabble) the right of protestants to have arms for their defence against catholics.I think we've all seen quite enough of this ""defence"" in Northern Ireland. (assuming that yanks can locate the place with a map emoticonXRolleyes )"
1,981,How do you know if they WANT to believe in a deity? They simply don't.
1,982,"But yet you have the right to make an an a-s-s out of yourself? As far as the nude beaches go, it would be worth the plane fare if I knew you were going to be at one so I could laugh my a-s-s off.
 FROTFLMAO
"
0,983,"This is ridiculous. Evolution is ""scientifically neutral"". It's you who has the bias."
1,984,So the fact that it is not legally recognized is the problem. What is the reason it's not legally recognized? Because the couple is gay.
0,985,"Excuse me, but you didn't fully read what he wrote. He didn't say that he supported abortion. He said that he wasn't as much a freak about it as you're being."
1,986,No - but they certainly have a bias. As do we all.
1,987,"So theistic evolution is not a belief, not a faith at all? It is simply a humanistic idea that is based on science, using God to fill gaps?"
1,988,"It's called a dictionary. They're really nice, but of course first you need to open one up and actually read what it says emoticonXGood 
Clickity-click.
"
1,989,"Just like I predicted. And I'm pretty sure from your screen name and the way you wrote your OP that you had already made up your mind before you did your first post. You've tried to pull off your little charade here but I had you pegged from the get-go.
Nice try."
1,990,"You can take it any way you want . I don't care. 
So you have a problem with reading the thread from the beginning do you ?
Why ? I am just curious....poor reading skills ? what is the problem here ?"
0,991,"Well, certainly I don't expect to change the minds of millions of Americans, and that is not my goal. My goal is to convince readers of my writing that Americans SHOULD agree with same-sex marriage because it is morally correct to do so."
0,992,"So gay people, in your opinion, have no right to form the families of their choice? So you are defending the continued oppression of gay people?We are sick of conservative family types. We are tired of the closet. The phrase ""we are mad as hell and we are not going to take it any more"" applies. I see in your response the comming of the camps to lock and exterminate gay people. It is that type of thought, that jews were subhuman, that led to the final solution. As it is here with conservatives and religious right nuts, who believe gay people are sub human sickos in need of curing or killing."
0,993,"And if God was so against killing the unborn, why did he fail to make an exception for the pregnant women? If you alleged that the Biblical God is totally against killing the unborn, why did he tell him to kill all of the non-virgin women?I bet you won't answer the question and just rely on insults as an attempt to cover up your argumentative failures as you always do. See my signature for examples. "
1,994,Is there some sort of a symbolic potent phallic aspect to holding a gun in one's hand? Is Sarah Palin being a manly sort when she shoots a wolf from a helicopter?
1,995,"PROJECTION, again.... I'm amazed you can't recognise the amount you do it...."
1,996,"The only thing he has faced has been kangaroos, the mirror and flying springs from the scale"
0,997,"So Gup20 wants to play word games. (Sigh) This is usually a sign that he or she has run out of logical arguments. Anyway, this topic is in another thread. I won't discuss it here."
0,998,"The same ones you've been told about, what, a few dozen times now? :)A small exerpt:"
1,999,Where better to find more info on the evolutionary migration of humanity than from friendly atheist.com. Keep that pure science with no agenda coming you guys.
1,1000,No more circular than your. Except that your assertions aren't backed up by any evidence.
0,1001,"Actually, at 24 weeks is when the the interconnection of the fetal brain begins. The nerve cells from the neocortex begin to synapse with the nerve cells of the thalamus. It is at this point that bursts of recognizable brain waves start to appear among the random signals that go on before. It is at this point that some scientists believe a fetus can feel pain as well.It is also at this point that a fetus can possibly survive outside of the womb (23-24 weeks), though the cance of survival is low and the risk of impairment very serious. This point probably won't change with technology either because the fetal lung is not mature enough until this point for even mechanical-assisted breathing."
0,1002,"Even if the number of defensive uses is only 800,000 a year, that's still a rate of more than 53 to 1 when compared to the number of homicides committed with a firearm."
0,1003,"Yes it is, police aren't obligated by the US Constitution to protect individual citizens. If they were, lawsuits could be filed every time a crime is committed, and the police would go bankrupt really quick."
0,1004,"Are you suggesting that if abortion were banned that abortion clinics that are already done will flood the US? Please, get real here. People would probably go across the bordor and get abortions there...you might have drugs from canada come over that cause abortion but there is no reason to believe this will ""clog"" up the jails. People need to realize that is was only 30yrs ago that abortion was pretty much illegal (in most states). Did you see prisons flooded ? no."
1,1005,"Again he was under attack. Listen to yourself. And talk about a parrot? 
No one is arguing Saddam was a saint. But he wasn't and threat and he wasn't insane enough to commit sucide. You are too busy being a lemming and being led over the cliff with president Shrub (Molly Irvins -- GW is to small to be a Bush). ;)"
0,1006,You're working at the wrong end of the problem. We need young to survive. It's the old that are expendable.
1,1007,"Do a little math here: http://education.yahoo.com/reference...sp/popula.html Minus: 500,000 est, who marched in this protest. Leaves at LEAST 39,500,000 who did NOT march. Further into the article: Read it for yourself. http://www.commondreams.org/cgi-bin/...05/0422-08.htm"
0,1008,"You asked where the line should be drawn in regards to weapons?How about where ownership and use of weapons does not violate the rights of others. Before you respons think about it. Do anything you want. If I don't violate anyone then what is the beef? If I don't break any laws or endanger anyone what is the beef?The safe storage and handling of cannon, cannon propellant, and cannon ammo is well known. They can be stored in places typical of homes without violating the rights of others. BTW a cannon is not a weapon. It is considered a 'firework' by the ATF. Ever see a civil war renactment? Lots of cannons? So yes having a cannon in your front yard does fly."
1,1009,And the UN seems to feel it's necessary to spell out that you have the right to marry and have a family.
1,1010,"Enlighten me. What evidence came out Monday, Tuesday Wednesday, Thursday or Friday of this week?"
1,1011,Make sure you clap when our defense is gutted and we can't adequately defend our own liberty. Turkey. You don't have an ounce of common sense.
0,1012,Minnesota   Permits single GLBT adoption. Joint gay adoption unclear. Second-parent adoption allowed in some areas.
1,1013,"And once again (s)he rambles on while responding to nothing said in the prior post. At least you're consistent in your irrational hate speech. BTW, the term sword of truth implies no violence against anyone at all. Except in the mind of paranoid hate mongers, that is. emoticonXGood"
0,1014,Oh joy another drive by with absolutely no proof or evidence.
1,1015,there is the problem the lack of civilized societies are well.. when you find one come tell me.
0,1016,"23,000 firearms were handed in when the UK had its gun ban. According to your logic those people that handed in their firearms can still be prosecuted because they took possession of a firearm prior to the ban. I don't think so."
1,1017,"Thanks for contributing absolutely nothing as you make unfounded claims without supporting them with even the slightest proof. But hey, talks cheap; and you've proven you've got plenty of that since showing up here."
1,1018,"Oh boy,,.. I got ignored with a potty remark. Why is that not surprising?"
0,1019,How do you know carbon dating is so accurate? Would you bet your life on it?
0,1020,"No Steve, I realise that there are hetersexuals who practice that filthy pastime of anal sex and other sex acts that the human body is not designed to do. Heterosexuals have no more business doing these things then homosexuals.   Do you realise Steve that E Coli bacteria inhabit the rectum and are in feces? Do you know how sick and E Coli infection can make you? Sodomy is akin to having sex in raw sewage."
1,1021,Sounds like I got the better deal. Maybe you should have held your pre-printed sign higher so the cameras could read ALL of it. ;)
0,1022,"Again with the common sense, but that is another issue alltogether. You're arguement that the brain is a fundamental unit of life is just plain wrong, considering the majority of all organisms don't have one. Bacteria, Protists, Plants, Fungi, and some animals are all without brains. Brains are required for motion and fast response to immediate changes in environment, for example a falling rock. Brains cluster nerves so that appropriate action can be taken. Some brains are amazingly simple while others like our own are immensly complex.   Your arguements all show a general lack of study in biology and my common sense is appalled by yours. I am reminded of Bill Maher who once said about the intelligent design debate: ""Because you don't have to teach both sides of an arguement when one side is retarded."""
1,1023,"To this administration, Keynesian economics are conservative and FDR was a tightwad."
1,1024,"Oh, well. Apparently you want to talk molecular chemistry whereas I was hoping to discuss organismic evolution. Too bad. Good luck with anyone who wants to debate your topic, but it just doesn't interest me."
0,1025,"City council vote only, not sure about public sentiment, but from what I gather, most people don't care because they don't own guns. Whenever an issue like this comes up, people who are interested seem to become the loudest, both the pro- and anti-gun crowds."
0,1026,"Those cultures that permit multiple wives at least do have issues as a result, but hard to say they fail miserably. We are complex animals and not all animals mate for life. There is significantly more involved in the lifelong union of humans than reproduction. Multi-marry under the right circumstances works, but it isn't for everybody and even for those that it is for doesn't mean it's for them always. In a nutshell marriage is the biggest commitment any person will make and should be given the consideration and thought it deserves. Same sex marriage can cause a perfect union of two people the same as M/F and can make a mockery or marriage just as many M/F unions currently do. The emotional investment is the same, the responsibility and obligations are the same, the only difference is genitalia and a little more hair in some cases."
1,1027,Why don't you answer Bryan's post above troll? He has some important information you would never figure out by yourself?
1,1028,"I'm not big on the abortion issue, but are you saying that anyone who disagrees with you is sexist and arrogant? That's a tactic straight from the leftist playbook. Clearly you're the one who's arrogant, if you can make these kinds of baseless generalizations of your opponents. Isn't it you who always accuses conservatives of being intolerant of people who think differently than them? Now that's irony!"
1,1029,Yawn.. you are so obsessed with gay sex. I am not. Enough said.
1,1030,"ER, you're doing the God complex again. Sandra Fluke might not even use birth control because she may very well be celibate. Only God ... and ER who thinks he's God ... know."
1,1031,"I'm sure the response is that He could. But, y'know, God's a real XXX sometimes... (Besides, who do you think used His uber-complex biochemical engineering skills to create the prions responsible for FFI, anyway?)"
0,1032,"1.)Refusing to comment on scientific procedure means absolutely nothing. Maybe we don't have anything to say.2.)Testing your beliefs of your own scientific conclusions is not wrong.3.)I don't lie dude.4.)Because we don't give the response you would like is not wrong.5.)Don't think so.6.)The only thing classical ad-naeseum is your own preconceived idea's of creationism and creationist.You don't want to debate the issues like normal civil people, you just want try to make fools of creationists. Usually you're the one who start's the insulting. Your hatred is obivious and you're open to nothing. Just good 'ol boys patting each other on the back. I know this probably doesn't apply to everyone, there are some good guys out there. emoticonXAngel"
1,1033,"No, it's one of those rare instances in which YOU are on the right side of an issue. :p;)"
0,1034,"But poetry will never be taken seriously in political decisions. Atheists have a lot to like in songofgenesis, don't they?   another quote"
0,1035,"Well, the first part is true but I'm not sure I understand what you are saying in the second part. Science does not claim that intelligent design is false because science lacks the tools to examine the concept. ID is just another unsupported assertion outside the domain of science (and logic for that matter). ID has reached the stage of unsupported assertion without evidence. Science has better explanations."
0,1036,But I think that is the point. What if you didn't agree with the germ theory of disease? Does that mean that it shouldn't be taught in health classes in our schools? Should it be replaced by the bad humors of night air theory? But not everyone agrees with that theory either.
1,1037,"Because there couldn't possibly be any undetected illegal gun trafficking, could there be?
"
1,1038,"
But? If? Isn't? But that's?
Must be a Progressive prison or something. emoticonXSmilie"
0,1039,"So, your saying an eyewitness would mean nothing. Yeah right."
1,1040,"Referencing the NT in an attempt to justify the NT? The very same NT which was written by Jesus' followers? I see. 
"
1,1041,This coming from someone that is very choosy in the question that they answeremoticonXRolleyes
1,1042,"The only conservitave i know with common sense is my imaginary friend Alfred.
And im not THAT much of a Left winger, im more of a Liberatarian. But i still do believe in a lot of Liberal Ideas."
0,1043,"Really if this is another one of your fresh organic sample = age of decades of time capsule because they were both on top of the ground, you're officially delusional."
1,1044,"So why did you say pot was worse than alcohol? Just because both are apparently bad, doesn't make one 'worse'. I'll point out that you compared the two first, so saying it's dumb to compare the two's shooting yourself in the foot."
0,1045,Evolutionary scientists is a confusing term. A geochronologist might work out an age for a lava sample for example. Astronomers have also made comment on the age of the earth as have paleontologists studying certain fossils.So why would no flood make radiometric much more likely to accurate as you say? Can we hear some specific detail on this as it is kinda significant to backing you your assumption.
1,1046,"And for what it's worth, plants have clearly won it, insofar as their terrestrial biomass has us animals beat by at least ten to one. And the ""competition"" between ""plants"" (in general) and humans (literally specifically) is even more lopsided -- vastly so, in fact.
Ah, such fun we can have with this notion of ""superiority!""..."
0,1047,"Well you think wrong. The Second Amendment is individual, it's tied to all lawful uses of firearms, and the game is over. You lost."
0,1048,"As I pointed out, you don't understand what either evolution or natural selection are. Evolution is a change in the relative frequencies in inheritable characteristics in a population over generations. If the number of long haired animals became more frequent in the population, then evolution has occurred. Natural selection may (or may not) be the mechanism that caused the change."
0,1049,"And where, pray tell are you pulling THIS strawman from?"
1,1050,My mistake; I read it wrong. And guess what? I do know what the moon is ;)
0,1051,"Well, that's your own strong bias speaking. Many of the courts and scholars have disagreed with you."
0,1052,Incorrect- I think Olsen is very specific in citing those he feels have overstepped the mark in this instance. He is not ruling out the possibility of a link at all- he (rightly IMO) is targeting certain workers and publications.
0,1053,"I agree that during debate of an issue like this both sides can get pretty nasty. However, you would be hard-pressed to find a place where those that are choice are screaming in your face, interrupting your personal life on an already hard day like this."
0,1054,Actually the bible is silent concerning abortion which is odd considering it was highly outlawed by surrounding nations.The bible is very clear concerning the value of a fetus as opposed to an actual soulish being(mother) though.
1,1055,You telling me that one day I could have claws come out of my hands?........SWEET!
0,1056,"That is not quite what the 'mitochondrial Eve' hypothesis posits.Science. 1995 Dec 22;270(5244):1930-6. The myth of Eve: molecular biology and human origins.Ayala FJ.University of California, Irvine, USA.It has been proposed that modern humans descended from a single woman, the ""mitochondrial Eve"" who lived in Africa 100,000 to 200,000 years ago. The human immune system DRB1 genes are extremely polymorphic, with gene lineages that coalesce into an ancestor who lived around 60 million years ago, a time before the divergence of the apes from the Old World monkeys. The theory of gene coalescence suggests that, throughout the last 60 million years, human ancestral populations had an effective size of 100,000 individuals or greater. Molecular evolution data favor the African origin of modern humans, but the weight of the evidence is against a population bottleneck before their emergence. The mitochondrial Eve hypothesis emanates from a confusion between gene genealogies and individual genealogies."
1,1057,"Wow Archie, way to suck the fun out of something. Let me use your words here:
"
1,1058,"How mature: all caps screaming and namecalling.
It's no surprise, though; it's all you have, Archie. You come in here making assertions about souls, so when we challenge you to defend your view... you don't. emoticonXRolleyes"
0,1059,"Abortion is about pregnancy - and whether or a not a woman wants to be or can sustain a pregnancy - physically, emotionally and economically.Nobody has to be a parent. That is why there is adoption, safe-haven laws, the signing away of parental rights - and oh yes, an ever growing population of dead beat dads.I am still waiting to see proof of all the mourning dads due to women having abortions. Most of those women are desperate and alone - or have the blessing of the father."
1,1060,"This assertion is ridiculous not merely on its face but due to its face. Why would I hold an irrational position in order to claim to be an intellectual? ""Hi, I'm an intellectual because I hold an irrational position!"" Hello? Hello? You really don't even think before you post this claptrap, do you? How pathetic. emoticonXRolleyes 
"
1,1061,"Actually, that honour is reserved for the usual representations of those who advocate young earth creationism."
0,1062,"I guess I should ask why you think the ""less evolved"" chimpanzee should have gone exinct?What happened is that common ancestor to chimpanzees. for some reason, was divided into at least two populations which did not come into contact with each other much. One population evolved into the modern chimpanzee (a forest animal), and the other into modern humans (a savannah animal)."
0,1063,"Why would that even be expected? When you consider that it is important to maintain some sort of consistency in study populations, obvious mutants are excluded from the breeding stock. And yet, there are frequent observed mutations. In fact, my elder son once observed two mutations in a single fly in one of his populations. One fly had no wings and white eyes."
1,1064,Will the Catholics ever elect somebody who is not a complete knob? He speaks just like he knows something about gay relationships. emoticonXRolleyes
0,1065,"Then you are probably a bit older than I. My mother was 45 in 1963, the year I entered the Army. My mother will be 86 next month and we have a party planned with her older sister, nieces, grand nephews, grandchildren, and great grand children.   I am so sorry for your early loss. My father died at 73 from complications after a ""successful"" surgery. It was still difficult."
1,1066,"I'm a redneck because, unlike you, I believe in self-determination?! emoticonXWow"
0,1067,This makes more sense then anything else I've heard on this thread.
